centre,nbr1,nbr3,nbr6,nbr8,nbr10,nbrreexp1,nbranoma1,rnbraffg,Textbox17
CENTRE COURRIER COLIS LAAYOUNE,538,443,82,3,2,0,0,1,8

centre1,nbraff,nbr_affecomm,nbr_affautre,nbrliv,nbr_ecommerce,nbr_autres
CENTRE COURRIER COLIS LAAYOUNE,447,51,396,394,27,367

