iter	RMSE
117	0.1296193511
118	0.1291673109
119	0.1286723476
120	0.1282458805
121	0.1278702078
122	0.1274195874
123	0.1266610857
124	0.1262440764
125	0.125600743
126	0.1249592399
127	0.124427254
128	0.1239668105
129	0.1235324917
130	0.1227908672
131	0.1223765048
132	0.1220523308
133	0.1217159316
134	0.1213998008
135	0.120940613
136	0.1205408246
137	0.1202271921
138	0.1196198197
139	0.1192878887
140	0.1188266978
141	0.1182831895
142	0.1179495578
143	0.117561373
144	0.117297343
145	0.1168669962
146	0.1164786707
147	0.1161454254
148	0.1159449944
149	0.1155321388
150	0.1152712242
151	0.1146765078
152	0.114358957
153	0.1139811486
154	0.1136797583
155	0.1134494541
156	0.1129802696
157	0.1125366907
158	0.1122736954
159	0.1118606851
160	0.1115029777
161	0.1111416978
162	0.1109209038
163	0.1106704827
164	0.1104090013
165	0.1102904746
166	0.1099472869
167	0.1096491048
168	0.1093423776
169	0.109102581
170	0.1086678119
171	0.1080094943
172	0.10774057
173	0.1074582772
174	0.1070188196
175	0.1066861507
176	0.1063627153
177	0.106160309
178	0.1059205466
179	0.1055681143
180	0.1053236074
181	0.1048515447
182	0.104409119
183	0.1041183652
184	0.1037018341
185	0.1033879546
186	0.1028676107
187	0.1027788058
188	0.1024734534
189	0.1021919379
190	0.1019027268
191	0.1016445116
192	0.1015841337
193	0.1011914408
194	0.1008654416
195	0.1004068386
196	0.1000971671
197	0.0998972451
198	0.09951132851
199	0.09927262319
200	0.09899449434
201	0.09856164374
202	0.09826332117
203	0.09786115594
204	0.09768551846
205	0.09748996656
206	0.09719635327
207	0.09677272222
208	0.09645998994
209	0.09607783477
210	0.09577036529
211	0.09555592946
212	0.09539501621
213	0.09505299858
214	0.09475843874
215	0.09454036905
216	0.09435247431
217	0.09410929001
218	0.09392278066
219	0.09365024316
220	0.09352689201
221	0.09332067684
222	0.09309082403
223	0.09291015934
224	0.09254810519
225	0.09236749004
226	0.09209143724
227	0.09184660796
228	0.09166466785
229	0.09142135552
230	0.09108093333
231	0.09090530044
232	0.09075277552
233	0.09041830119
234	0.09019945725
235	0.08993207013
236	0.08950778644
237	0.08925413271
238	0.0891439015
239	0.08903882165
240	0.08892705374
241	0.08863327943
242	0.08829806644
243	0.08818820168
244	0.08798959999
245	0.08790874468
246	0.08779074257
247	0.08758471504
248	0.08743050569
249	0.08715690018
250	0.08697150857
251	0.0865348119
252	0.08609755972
253	0.08597375738
254	0.0857842281
255	0.08545524891
256	0.0851096144
257	0.0850027225
258	0.08476591674
259	0.08465445358
260	0.08430113828
261	0.08420392801
262	0.08400563444
263	0.08391919701
264	0.0835352202
265	0.08325063215
266	0.08296145244
267	0.08275596096
268	0.08239331227
269	0.08219687975
270	0.08194166265
271	0.08152371339
272	0.08135551304
273	0.08099948678
274	0.08069483937
275	0.08045397955
276	0.08027749034
277	0.07992258124
278	0.07961505059
279	0.07952790875
280	0.07945484527
281	0.07922351799
282	0.07914015741
283	0.07887961595
284	0.07878381728
285	0.07865553631
286	0.0785030447
287	0.07820477323
288	0.07812891432
289	0.07783457745
290	0.07776078101
291	0.0775048245
292	0.07740254372
293	0.07707197667
294	0.0768715029
295	0.07667146393
296	0.07653292218
297	0.07637117317
298	0.07609333663
299	0.07576709083
300	0.07551053368
301	0.07522659814
302	0.07517382699
303	0.07497635156
304	0.07466113595
305	0.07444584645
306	0.07415516747
307	0.07399978699
308	0.07371709961
309	0.07363834582
310	0.07346740606
311	0.07329590168
312	0.07292780464
313	0.0726829047
314	0.07244490194
315	0.07234534599
316	0.07208573178
317	0.07192062121
318	0.07168219031
319	0.07157199123
320	0.07126203814
321	0.07117979236
322	0.07100624192
323	0.07086050913
324	0.07080140906
325	0.07066318019
326	0.07034339583
327	0.07028277074
328	0.06997951798
329	0.06967336058
330	0.06938012851
331	0.06919438953
332	0.06894220974
333	0.06883623294
334	0.06867918164
335	0.06855700377
336	0.06849098044
337	0.06818861275
338	0.06794786376
339	0.0677250604
340	0.06751847421
341	0.06731760972
342	0.06713286976
343	0.06686252562
344	0.06667197021
345	0.06652330656
346	0.06622332966
347	0.06599083017
348	0.06594478552
349	0.06575733908
350	0.06563985519
351	0.06540793445
352	0.06518652528
353	0.06502251695
354	0.06481220268
355	0.0645439639
356	0.06430907865
357	0.06423404122
358	0.06409711269
359	0.06386136036
360	0.0638276598
361	0.06348706001
362	0.06325279339
363	0.06295882184
364	0.06264314647
365	0.06253918419
366	0.06235275656
367	0.06221828793
368	0.06197531102
369	0.0618870128
370	0.06177592354
371	0.06153821469
372	0.0613382673
373	0.06118258003
374	0.06098894938
375	0.06080511963
376	0.06073848343
377	0.06055459906
378	0.06047208192
379	0.06024622131
380	0.06013607725
381	0.05999098675
382	0.05974856612
383	0.05959529597
384	0.05943444931
385	0.05931547557
386	0.05921000459
387	0.05908806635
388	0.05892941869
389	0.05881334325
390	0.05874456164
391	0.05862613319
392	0.05844715575
393	0.05813274481
394	0.05806602035
395	0.05783678453
396	0.05763687291
397	0.05748438163
398	0.05736291269
399	0.05722761999
400	0.05700241877
401	0.05676889985
402	0.05651914391
403	0.05635780327
404	0.05621554918
405	0.05613470952
406	0.05590209048
407	0.05577945191
408	0.05574244551
409	0.05554974887
410	0.05543983506
411	0.0553081369
412	0.05518343636
413	0.05503968122
414	0.05469263066
415	0.05458394362
416	0.05441443458
417	0.05435077127
418	0.05422594411
419	0.05391045547
420	0.05386645047
421	0.05368357625
422	0.0536130058
423	0.05332912486
424	0.05326951421
425	0.05312851061
426	0.05296121118
427	0.05285082886
428	0.05254759761
429	0.05225837794
430	0.0521110451
431	0.05195081979
432	0.05185141299
433	0.05177269457
434	0.05163177467
435	0.05157521668
436	0.05146472031
437	0.05136266379
438	0.05130924964
439	0.05099569614
440	0.05092030547
441	0.05078174635
442	0.05059058104
443	0.0504582477
444	0.05032896816
445	0.05020613757
446	0.05002329604
447	0.04974548916
448	0.04953593586
449	0.04935456531
450	0.04905891128
451	0.04884618916
452	0.04878186969
453	0.04869755193
454	0.04858669001
455	0.04854469477
456	0.04837570622
457	0.0482991955
458	0.04824000639
459	0.0482176637
460	0.04817694585
461	0.0481518053
462	0.04796866129
463	0.04779666059
464	0.04769605866
465	0.0475748646
466	0.04738898659
467	0.04722471968
468	0.04702880626
469	0.0468653732
470	0.04668198241
471	0.04658119798
472	0.04634660677
473	0.04619211906
474	0.04611886199
475	0.04598775806
476	0.04589846293
477	0.04578754268
478	0.04574309951
479	0.04559274711
480	0.04535644604
481	0.04525273699
482	0.04509499996
483	0.04488060536
484	0.04479028678
485	0.04463715811
486	0.04458424565
487	0.04450024329
488	0.04434969214
489	0.04412149285
490	0.04407053677
491	0.0440013957
492	0.04385368701
493	0.04373612208
494	0.04369470039
495	0.04366216346
496	0.04364153864
497	0.04344366538
498	0.04335110993
499	0.04322170559
500	0.04309335131
501	0.04307165005
502	0.04299606458
503	0.04292947987
504	0.04291197449
505	0.04284201509
506	0.04277735155
507	0.04271580526
508	0.0425566095
509	0.04245119092
510	0.04233910866
511	0.04227114909
512	0.04224698863
513	0.04213388887
514	0.04196970775
515	0.04193200586
516	0.04185233809
517	0.04180905521
518	0.04165601271
519	0.04150585911
520	0.04140245431
521	0.04137365788
522	0.04124258894
523	0.0411257526
524	0.04110024555
525	0.04108485296
526	0.04089517379
527	0.04080030382
528	0.04072503626
529	0.04065206569
530	0.04046744122
531	0.04038387301
532	0.04024952444
533	0.0401819017
534	0.04000422881
535	0.03985609427
536	0.03983274509
537	0.03978508058
538	0.0395936036
539	0.03943451053
540	0.03930262155
541	0.03913848309
542	0.03906487583
543	0.03898285426
544	0.03884272342
545	0.03878582231
546	0.03871825775
547	0.03850334502
548	0.0383729826
549	0.03822885687
550	0.03812095696
551	0.03810728667
552	0.03799577951
553	0.03791216164
554	0.03780613355
555	0.03770457621
556	0.03756886523
557	0.03740798647
558	0.03727077752
559	0.03721200526
560	0.03712313007
561	0.03709042152
562	0.03700238925
563	0.03681967505
564	0.03677909989
565	0.03676579966
566	0.03659485961
567	0.0364845496
568	0.03637507265
569	0.03620071222
570	0.03605836543
571	0.03594691932
572	0.03593367382
573	0.03592012487
574	0.03573217622
575	0.03557491702
576	0.03551709506
577	0.0354942417
578	0.03548007118
579	0.03534900272
580	0.03525096902
581	0.03514675385
582	0.03504901263
583	0.03499148701
584	0.03483327337
585	0.03475197265
586	0.03466081918
587	0.03456071846
588	0.03454971677
589	0.03453683226
590	0.03445302878
591	0.03432300461
592	0.03426556813
593	0.03414591225
594	0.03413242886
595	0.0341202691
596	0.03407003934
597	0.03394050217
598	0.03388140615
599	0.03386942049
600	0.03380858737
601	0.03375283657
602	0.03369660916
603	0.0336027483
604	0.03351034099
605	0.03349044179
606	0.03342183456
607	0.0334104747
608	0.03338570256
609	0.03329598587
610	0.03316183587
611	0.03302307305
612	0.03293589322
613	0.03292472051
614	0.03290738216
615	0.03289613079
616	0.03275219692
617	0.03266312419
618	0.03256037521
619	0.03253072675
620	0.03238564956
621	0.03224341072
622	0.03218683697
623	0.03202686852
624	0.03197083501
625	0.03182060785
626	0.03176221822
627	0.03162848493
628	0.03157285388
629	0.03149432197
630	0.03144164536
631	0.03131658424
632	0.03130554918
633	0.03127322884
634	0.03121460132
635	0.03115389972
636	0.03101389721
637	0.0309292316
638	0.03079249571
639	0.03075589697
640	0.0306960633
641	0.0305886774
642	0.0305113911
643	0.03048440501
644	0.03041781314
645	0.0303754998
646	0.030215484
647	0.03018642022
648	0.0300735599
649	0.03006103218
650	0.03000246388
651	0.02991292927
652	0.02989606503
653	0.02977031524
654	0.02966290486
655	0.0296161383
656	0.02959313399
657	0.02952697262
658	0.02948283682
659	0.02935620851
660	0.02934630824
661	0.02928812215
662	0.02917224774
663	0.02916201861
664	0.02913159584
665	0.02903885993
666	0.02900290018
667	0.02893102255
668	0.02880480112
669	0.02876411689
670	0.02862096811
671	0.02861138371
672	0.0285604669
673	0.02850256213
674	0.02846337937
675	0.02841841277
676	0.02835316178
677	0.02829827899
678	0.02828039431
679	0.02826992307
680	0.02818115035
681	0.02808497821
682	0.02803663521
683	0.02800348661
684	0.02797464954
685	0.02792202191
686	0.02778356146
687	0.0276407102
688	0.02760233053
689	0.02752235563
690	0.02748198876
691	0.02739846275
692	0.02734748208
693	0.02727735496
694	0.02725652619
695	0.02716251452
696	0.02712032649
697	0.02708619379
698	0.02698207158
699	0.02697357594
700	0.02689457116
701	0.02686838444
702	0.02684294436
703	0.02676720838
704	0.02674199271
705	0.02667958414
706	0.02666435452
707	0.02663976259
708	0.02660755687
709	0.02655044627
710	0.02654242577
711	0.02651206755
712	0.02646653794
713	0.02641723217
714	0.02636862669
715	0.02628868729
716	0.02621609608
717	0.02616913958
718	0.0260420617
719	0.0259781058
720	0.02589105467
721	0.02586252565
722	0.0258268072
723	0.02575987966
724	0.02563883654
725	0.02563073105
726	0.02557377419
727	0.0255289408
728	0.02549634591
729	0.02544925402
730	0.02534025547
731	0.02524753014
732	0.02516343242
733	0.02508221305
734	0.02507441603
735	0.02506526618
736	0.02500835178
737	0.0249317032
738	0.02484994878
739	0.02484274663
740	0.02475876116
741	0.02467915146
742	0.0246495311
743	0.02463186058
744	0.02459558137
745	0.02455115349
746	0.02452448645
747	0.02447171056
748	0.02444373857
749	0.02440026703
750	0.02439093677
751	0.02438425051
752	0.02435065935
753	0.02431753884
754	0.02420916127
755	0.02410641883
756	0.02400844451
757	0.02393300652
758	0.02381365496
759	0.02380429324
760	0.02371070678
761	0.02363794267
762	0.02362536132
763	0.02358789066
764	0.02354653282
765	0.02346931945
766	0.02345477976
767	0.02343435755
768	0.02340347784
769	0.02331635542
770	0.02331023926
771	0.02322576878
772	0.02320775993
773	0.02320079426
774	0.02319170156
775	0.02310083318
776	0.02308459801
777	0.02305864494
778	0.02295913695
779	0.0229007934
780	0.0228056884
781	0.02279957527
782	0.02269624332
783	0.02265730087
784	0.02262960482
785	0.02257653433
786	0.02254652954
787	0.0224559707
788	0.02238603065
789	0.02235938736
790	0.02224507755
791	0.02217647399
792	0.02212936144
793	0.02212128891
794	0.0220886467
795	0.02202284331
796	0.0219539666
797	0.02191759731
798	0.02184136397
799	0.02181312165
800	0.0217652558
801	0.02169675562
802	0.02156944797
803	0.02154707456
804	0.02147866971
805	0.02140792821
806	0.02134551095
807	0.0212941899
808	0.02121948954
809	0.02113831726
810	0.02104206856
811	0.02097775538
812	0.02095638744
813	0.02094888621
814	0.02092630837
815	0.02084378969
816	0.02074027676
817	0.02072769348
818	0.02066907198
819	0.02060841774
820	0.02055228053
821	0.02046777591
822	0.02042504144
823	0.02037330291
824	0.02032818595
825	0.02023172372
826	0.02019983673
827	0.02015163862
828	0.02012584494
829	0.02007418213
830	0.0199990818
831	0.01993521243
832	0.01992890378
833	0.01989826395
834	0.01979022472
835	0.01972686669
836	0.01968268449
837	0.01960406451
838	0.01950724921
839	0.01943839325
840	0.01939875289
841	0.01937228546
842	0.01929693449
843	0.01929090905
844	0.01926141419
845	0.01919676601
846	0.01918506497
847	0.0190826134
848	0.01904268255
849	0.01894893552
850	0.01889227953
851	0.01888207918
852	0.01879328381
853	0.01876161743
854	0.01875303927
855	0.01872838525
856	0.01869501912
857	0.01865454235
858	0.01858013122
859	0.01856224142
860	0.01853235891
861	0.01850583687
862	0.01841587772
863	0.01834971766
864	0.01829795555
865	0.01825814771
866	0.01818166086
867	0.01814827507
868	0.01811635563
869	0.01808572709
870	0.01807781048
871	0.01801126498
872	0.01794117485
873	0.01790916218
874	0.01788706902
875	0.01782187087
876	0.01775191333
877	0.01769118552
878	0.01768566905
879	0.01761239247
880	0.01755390925
881	0.0175079645
882	0.01744213542
883	0.0174270666
884	0.01740542014
885	0.01733790094
886	0.01729017406
887	0.01721222702
888	0.01718891808
889	0.01715981005
890	0.01712326838
891	0.01711645022
892	0.01709306377
893	0.01702206863
894	0.01694686897
895	0.01694183362
896	0.01691153917
897	0.01689925691
898	0.01684878787
899	0.0168277937
900	0.0168038397
901	0.01672205413
902	0.01670915846
903	0.01663140748
904	0.0165490995
905	0.01651041568
906	0.01648824839
907	0.01647351465
908	0.01640765403
909	0.01638391414
910	0.01632912847
911	0.01628491768
912	0.01623362091
913	0.01615345942
914	0.01613330967
915	0.01611412972
916	0.0160559311
917	0.01599665794
918	0.01595325288
919	0.01589583616
920	0.01587555085
921	0.01580638598
922	0.01578652479
923	0.0157223246
924	0.01569014288
925	0.0156255231
926	0.01556611277
927	0.01555375964
928	0.01554405259
929	0.0155162731
930	0.01551058416
931	0.01547402473
932	0.01545303681
933	0.01542178429
934	0.01541059817
935	0.01537999284
936	0.01535226331
937	0.01532053589
938	0.01531432727
939	0.01530313622
940	0.01528724755
941	0.01526717386
942	0.01521435921
943	0.01514650136
944	0.01513787236
945	0.01508388007
946	0.01505022077
947	0.01499028938
948	0.01493035518
949	0.01488986729
950	0.01487922868
951	0.01487296501
952	0.01486603218
953	0.01484684209
954	0.01479476025
955	0.01475866844
956	0.01475305001
957	0.01470230246
958	0.01463222604
959	0.01458445541
960	0.01451639116
961	0.01448147433
962	0.014472989
963	0.01440504215
964	0.01438122423
965	0.01437111165
966	0.01434419471
967	0.01428567659
968	0.01424133647
969	0.01423594457
970	0.0142124624
971	0.0142058605
972	0.01418748426
973	0.01417306697
974	0.01410546752
975	0.01406282129
976	0.01404523134
977	0.01400548462
978	0.01398449463
979	0.01394233546
980	0.01392419937
981	0.01388593187
982	0.01388137762
983	0.01387037487
984	0.01385263823
985	0.01381487144
986	0.0137632511
987	0.01375595089
988	0.01374696549
989	0.01371029192
990	0.01367159508
991	0.01364492938
992	0.01362027077
993	0.01360493609
994	0.01356122636
995	0.01355344301
996	0.01352170895
997	0.01350157599
998	0.01347497938
999	0.01341319328
