unique_id,cutoff,metric,SeasonalNaive,AutoETS,AutoARIMA,CES,AutoMFLES,AutoTBATS,AutoTheta,stat_ensemble
all,2025-02-20T00:00:00.000,rmae_SeasonalNaive,1.0,0.562162997149848,0.12474179608556657,0.4842957420048122,0.871391695011902,0.6650154687425625,2.6791212892211846,0.2167602957434158
all,2025-05-01T00:00:00.000,rmae_SeasonalNaive,1.0,1.3631041145025575,0.391685093794329,0.4639610873814093,0.54879237001088,1.0769124697570294,0.48773736519577354,0.4054732336894088
all,2025-07-10T00:00:00.000,rmae_SeasonalNaive,1.0,1.9486842832321558,0.9919326814208482,1.016081389794293,2.100597668060878,1.0167369139859859,1.0337710099184139,0.8422960597004562
all,2025-09-18T00:00:00.000,rmae_SeasonalNaive,1.0,0.9943188349867474,0.525990030336192,0.2486881739634386,0.5926737111930642,0.4187567415697665,0.2217691699149353,0.3618144107393221
all,2025-11-27T00:00:00.000,rmae_SeasonalNaive,1.0,0.48789004894780685,0.35970542702933195,0.3511238675070727,0.37966451949605684,0.2489855091013568,0.258173416428089,0.33084019299829565
all,2026-02-05T00:00:00.000,rmae_SeasonalNaive,1.0,0.6594927196533653,0.34312110149213726,0.35474943405897075,0.4095949772167865,0.4826709059657312,0.5647838092895344,0.348935267775554
all,2026-04-16T00:00:00.000,rmae_SeasonalNaive,1.0,0.7034898441418986,0.12172206944003816,0.12914507028792263,0.2004443729946088,0.3130078113745254,0.10594995646615014,0.11508378581581821
all,2024-07-25T00:00:00.000,spis,139.38806331611204,119.44077697457956,103.13332839533892,80.47699467206897,147.50507354350154,74.96695001361847,80.46931443333163,83.62814638590282
all,2024-10-03T00:00:00.000,spis,179.3313654373728,158.12018502994582,23.277163008620523,53.98279964812308,28.34496508044306,74.21623302656222,47.13034629062461,37.226991099553686
all,2024-12-12T00:00:00.000,spis,137.22787937596365,119.76890545431547,122.94742453474944,118.01677627398895,102.04278017208502,99.2486593187771,108.89623426067284,120.48210040436922
all,2025-02-20T00:00:00.000,spis,122.24047447062621,68.7190715014267,15.24849633981776,59.20054128677222,106.51933424801811,81.29180642939671,327.4970575587534,26.496881398068403
all,2025-05-01T00:00:00.000,spis,83.78881232287044,114.2128748265873,32.81882881359894,38.8747484757158,45.982660895064896,90.23321681663063,40.86693455523999,33.974120679549266
all,2025-07-10T00:00:00.000,spis,68.93107025195546,134.3248932263572,68.37498134823105,70.03957766161496,144.7964454281982,70.0847636457244,71.25894210912112,58.06036886415741
all,2025-09-18T00:00:00.000,spis,178.36229473795288,177.3489891094042,93.81678882004864,44.35659338231014,105.7106431592537,74.69041336337146,39.55525804815885,64.53404856872571
all,2025-11-27T00:00:00.000,spis,170.49484084514847,83.18273624528803,61.327919532502115,59.86480790755135,64.73084182602997,42.45074474698409,44.01723554435527,56.40654605042261
all,2026-02-05T00:00:00.000,spis,417.79054177508976,275.5298206407069,143.35275088686558,148.21095824990388,171.12490743975675,201.65533930249626,235.96133366887355,145.78185456838472
all,2026-04-16T00:00:00.000,spis,310.66717434948964,218.5512020631265,37.81505136890902,40.12113406751516,62.27148697249026,97.24125230904184,32.91517359779031,35.75275455284212
all,2024-07-25T00:00:00.000,nd,0.27612974771278015,0.23661388807600114,0.2043085991230098,0.15942607786353022,0.2922096611067131,0.14851060056061674,0.15941086320070716,0.16566855449348608
all,2024-10-03T00:00:00.000,nd,0.3178873941205781,0.28028790978333773,0.041261698271708065,0.09569130010036075,0.05024501466257742,0.13155760488813395,0.08354446490599698,0.06598952259536446
all,2024-12-12T00:00:00.000,nd,0.24429967426710156,0.2132183687664093,0.2188769213836539,0.2100991440871811,0.1816614675582919,0.17668723916220988,0.19386231631482967,0.21448803273541753
all,2025-02-20T00:00:00.000,nd,0.14834414475930374,0.0833935890275211,0.018504715056052837,0.07184243765827629,0.12926585574690067,0.09865115096232291,0.3974319563559599,0.032155120689830764
all,2025-05-01T00:00:00.000,nd,0.13773148148148145,0.1877423491039402,0.05394736824250595,0.06390204791480057,0.07558598614733184,0.14832474988551675,0.06717678988228824,0.05584642917712921
all,2025-07-10T00:00:00.000,nd,0.1671805412812607,0.3257820932570374,0.16583184259450973,0.16986903673162557,0.35117905516057163,0.16997862762081573,0.17282639699903596,0.14081551117979535
all,2025-09-18T00:00:00.000,nd,0.42721088435374166,0.4247838288242705,0.22470866602117595,0.10624229472723776,0.25319666029200305,0.17889743789511117,0.09474220320175471,0.15457105438387372
all,2025-11-27T00:00:00.000,nd,0.4124137931034481,0.20121258570399198,0.14834747956106237,0.1448083260477444,0.15657888459216682,0.10268505823628367,0.10647427794758425,0.13644305890550393
all,2026-02-05T00:00:00.000,nd,0.7561417119213859,0.49866995403838626,0.2594481770786162,0.26824084437249296,0.30971184726710194,0.3649676051315743,0.42705659642167004,0.2638445107255546
all,2026-04-16T00:00:00.000,nd,1.068641975308642,0.7517787766533673,0.13007731272505807,0.13800984301385907,0.21420327069646097,0.33449328583430765,0.11322257076185133,0.12298336420021265
