unique_id,ds,SeasonalNaive,AutoETS,AutoARIMA,CES,AutoMFLES,AutoTBATS,AutoTheta
all,2026-12-10,6.459904454377535,6.365105614747669,5.739199747020734,5.90718100965023,6.31636322611016,6.123935280592638,5.988296068040947
all,2026-12-17,6.492239835020471,6.531185783435107,5.771535127663671,6.077114425599575,6.369303518824412,6.084495626062072,5.985892847922436
all,2026-12-24,6.54534966033442,6.466591770079479,5.824644952977621,6.011274268850684,6.378143647170364,6.103484354144575,5.983489627803925
all,2026-12-31,6.561030665896573,6.5102606653585156,5.840325958539775,6.054833311587572,6.369683468981171,6.192871228524982,5.981086407685414
all,2027-01-07,6.787844982309579,6.562698926166154,6.06714027495278,6.106472246348858,6.423687872847711,6.342702464897246,5.978683187566903
all,2027-01-14,6.824373670043086,6.589581344946512,6.103668962686287,6.131623350083828,6.573870378363914,6.521747873152368,5.9762799674483915
all,2027-01-21,7.195187320178709,6.8861923846772,6.47448261282191,6.4246848821640015,6.76032803207691,6.685498626358758,5.97387674732988
all,2027-01-28,7.274479558773871,7.067749995845526,6.553774851417073,6.607774019241333,6.882862806943615,6.78921731688242,5.971473527211369
all,2027-02-04,7.256297239690681,7.117959717347075,6.535592532333881,6.661094486713409,6.895087698401098,6.8018714340255695,5.969070307092858
all,2027-02-11,6.782192056006791,6.942921929619643,6.061487348649992,6.500665783882141,6.824224061400053,6.71631209597529,5.966667086974347
all,2027-02-18,6.734591659972948,6.792814949328967,6.013886952616148,6.351104766130447,6.7046784461464375,6.55219340607666,5.964263866855836
all,2027-02-25,6.594413459749778,6.778504286351899,5.87370875239298,6.334397226572037,6.538485913344162,6.3504992889895435,5.961860646737325
all,2027-03-04,6.218600119691729,6.590128711441367,5.4978954123349295,6.144544705748558,6.337329594055319,6.161345399210877,5.959457426618814
all,2027-03-11,5.666426688112432,6.185759287501216,4.945721980755632,5.738458633422852,6.166197602725463,6.028984432097137,5.9570542065003025
all,2027-03-18,6.240275845170769,6.15354385920437,5.519571137813972,5.6990408301353455,6.105761221119471,5.978876991910911,5.954650986381791
all,2027-03-25,6.184148890937483,6.380175307729612,5.463444183580685,5.927767135202885,6.172567251399495,6.010972052015962,5.95224776626328
all,2027-04-01,6.261491684321042,6.341197460878248,5.540786976964241,5.881328791379929,6.291641228456487,6.101223485025678,5.949844546144769
all,2027-04-08,6.327936783729195,6.5133452213035286,5.607232076372395,6.058342434465885,6.362657823690399,6.210592277186214,5.947441326026257
all,2027-04-15,6.272877006546167,6.44978175448137,5.552172299189367,5.99610236659646,6.3604805293910465,6.298312491934964,5.945038105907745
all,2027-04-22,6.272877006546167,6.509842862837202,5.552172299189369,6.055955648422241,6.343954429552561,6.3348801866268465,5.942634885789234
all,2027-04-29,6.375024819828097,6.511297731926536,5.654320112471298,6.052833668887615,6.358670232695107,6.310490740875649,5.940231665670723
all,2027-05-06,5.945420608606575,6.473119641051059,5.224715901249776,6.021341994404793,6.367570922007232,6.236371494025948,5.937828445552212
all,2027-05-13,7.01211529430638,6.54881742053919,5.614763877503297,6.0664394572377205,6.301717960499823,6.138995368033102,5.9354252254337005
all,2027-05-20,6.52649485957079,6.157838760578139,5.077547261509226,5.667101621627808,6.1688529961650636,6.049606333272904,5.933022005315189
all,2027-05-27,6.677083461247136,6.013799542460875,5.236963805734645,5.515797317028046,6.068606511839524,5.992984038526634,5.930618785196678
all,2027-06-03,6.739336627357174,6.23557540050652,5.29770653894541,5.749371379613876,6.086834542529968,5.979426960197395,5.928215565078167
all,2027-06-10,6.68586094706836,6.213903441210343,5.244489288922824,5.722078785300255,6.200882945590885,6.002573998965517,5.925812344959656
all,2027-06-17,6.838405200847344,6.3713081734169865,5.396989326105007,5.880361959338188,6.296314255485139,6.043451027836789,5.923409124841145
all,2027-06-24,6.726233402358747,6.279727312914366,5.284825092935524,5.789071425795555,6.284511753705623,6.078857497742256,5.921005904722634
all,2027-07-01,6.621405651764134,6.224478256233091,5.1799960479388645,5.732241362333298,6.195199433576035,6.090723345741814,5.918602684604123
all,2027-07-08,6.440946540632921,6.20950223206646,4.999537158275727,5.716082498431206,6.1268218995314125,6.072881432790535,5.9161994644856115
all,2027-07-15,6.716594773520978,6.190477614390308,5.2751853532713024,5.693094715476036,6.130605989122107,6.032837591028297,5.9137962443671
all,2027-07-22,6.577861357721047,6.15480285276289,5.136451943954652,5.65562516450882,6.171671451247033,5.9881134006665,5.911393024248589
all,2027-07-29,6.2878585601617845,6.210138699373447,4.8464491452861225,5.708668515086174,6.189896328297731,5.958815669052277,5.908989804130078
all,2027-08-05,6.57507584059962,6.2204378705236145,5.133666425913748,5.718786582350731,6.175520585564172,5.959468501116302,5.906586584011567
all,2027-08-12,6.53813982376767,6.268555256263796,5.096730409049328,5.765820771455765,6.16841776797589,5.993325673988039,5.904183363893056
all,2027-08-19,6.501289670540389,6.187410051028959,5.0598802558276015,5.681733310222626,6.196040888245129,6.051322499200902,5.901780143774545
all,2027-08-26,6.5998704992128365,6.254790042870499,5.1584610844991,5.7485649436712265,6.240089735492244,6.11595783809532,5.899376923656034
all,2027-09-02,6.546785410760524,6.3351047869990875,5.105375996046949,5.829297114163637,6.267145947797292,6.168450512058739,5.8969737035375225
all,2027-09-09,6.541029999189903,6.329144636464451,5.099620584476302,5.8212484158575535,6.2721184992749235,6.19624303903445,5.8945704834190105
all,2027-09-16,6.610696044717759,6.339831283688162,5.169286630004161,5.8321941792964935,6.274732641573038,6.197816851691838,5.8921672633004984
all,2027-09-23,6.697034247666484,6.349085830924325,5.255624832952885,5.838100781664252,6.283927972863889,6.182874194634777,5.889764043181987
all,2027-09-30,6.548219102762372,6.308744301897011,5.106809688048774,5.7949493154883385,6.28984946998318,6.167806561573749,5.887360823063476
all,2027-10-07,6.523562306149512,6.3390717487342085,5.082152891435914,5.825510386377573,6.293019688443623,6.168280850890531,5.884957602944965
all,2027-10-14,6.650279048587422,6.45249885367384,5.208869633873824,5.938812971115112,6.317179484698524,6.191982157690447,5.882554382826454
all,2027-10-21,6.704414354964107,6.443435250999804,5.263004940250507,5.925489164888859,6.373813197713532,6.234570582793141,5.880151162707943
all,2027-10-28,6.594413459749778,6.454642723401351,5.1530040450361785,5.934195958077908,6.424120943015464,6.280706800024598,5.877747942589432
all,2027-11-04,6.723832440821209,6.487178579255933,5.28242302610761,5.967410236597061,6.404334593330286,6.310018033715775,5.8753447224709205
all,2027-11-11,6.698268054115413,6.420770236477212,5.256858639401815,5.89633659645915,6.303135028959802,6.305864934190735,5.872941502352409
all,2027-11-18,6.684611727667927,6.272193668333923,5.2432023129543275,5.793673504143953,6.190715806172147,6.263513277150928,5.870538282233898
all,2027-11-25,6.690842277418564,6.248886759965761,5.249432862704964,5.72396095842123,6.148956914024241,6.19432784261929,5.868135062115387
all,2027-12-02,6.459904454377535,6.224524638425349,5.018495039663935,5.700466379523277,6.186943769026685,6.123935280592637,5.865731841996876
all,2027-12-09,6.492239835020471,6.393451551295086,5.0508304203068715,5.87054093927145,6.2387993388243395,6.084495626062072,5.863328621878365
all,2027-12-16,6.54534966033442,6.331646635968974,5.103940245620822,5.804841926321387,6.247458336894827,6.103484354144573,5.860925401759854
all,2027-12-23,6.561030665896573,6.378048150450894,5.1196212511829735,5.848541636019945,6.239171503972345,6.192871228524982,5.858522181641343
all,2027-12-30,6.787844982309579,6.433163695322753,5.3464355675959805,5.900321714580059,6.292069381760771,6.342702464897247,5.8561189615228315
all,2028-01-06,6.824373670043086,6.462669183557122,5.382964255329488,5.925613962113857,6.439174714918204,6.521747873152367,5.85371574140432
all,2028-01-13,7.195187320178709,6.761850175969529,5.75377790546511,6.218816161155701,6.621811934712384,6.685498626358757,5.851312521285809
all,2028-01-20,7.274479558773871,6.945925698654141,5.8330701440602715,6.402045965194702,6.741836026854014,6.789217316882419,5.848909301167298
all,2028-01-27,7.256297239690681,6.998602344332522,5.81488782497708,6.4555070996284485,6.75381043575394,6.8018714340255695,5.846506081048787
all,2028-02-03,6.782192056006791,6.825981525928624,5.340782641293193,6.295218586921692,6.684398762976505,6.71631209597529,5.844102860930276
all,2028-02-10,6.734591659972948,6.67824257168665,5.29318224525935,6.14579775929451,6.5673025839045955,6.55219340607666,5.841699640811765
all,2028-02-17,6.594413459749778,6.666251982577595,5.1530040450361785,6.129230409860611,6.404515261758618,6.350499288989543,5.839296420693254
all,2028-02-24,6.218600119691729,6.480149500379028,4.77719070497813,5.939518079161644,6.20748054547127,6.1613453992108775,5.836893200574742
all,2028-03-02,5.666426688112432,6.078007139356321,4.225017273398833,5.533572196960449,6.039854972093436,6.028984432097136,5.83448998045623
all,2028-03-09,6.240275845170769,6.047973676278996,4.798866430457171,5.494294583797455,5.980656904912305,5.978876991910911,5.8320867603377184
all,2028-03-16,6.184148890937483,6.276742905547614,4.742739476223884,5.723160602152348,6.046094109515392,6.010972052015962,5.829683540219207
all,2028-03-23,6.261491684321042,6.239859549692654,4.820082269607443,5.676861971616745,6.162728314046355,6.101223485025678,5.827280320100696
all,2028-03-30,6.327936783729195,6.414059387978402,4.886527369015596,5.854015327990055,6.232289811010887,6.210592277186214,5.824877099982185
all,2028-04-06,6.272877006546167,6.352506444740565,4.83146759183257,5.791914496570826,6.230157128497786,6.298312491934965,5.822473879863674
all,2028-04-13,6.272877006546167,6.414537363872579,4.831467591832568,5.85190749168396,6.213969641052578,6.334880186626847,5.820070659745163
